dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,4.038660,6.031842,7.259752,1.625973,-0.387745,0.019343,2.570010
0.050000,3.970874,6.074949,7.340084,1.606639,-0.386671,0.021484,2.580348
0.050000,3.903463,6.116843,7.419452,1.587361,-0.385568,0.022056,2.590745
0.050000,3.836441,6.157534,7.497859,1.568143,-0.384365,0.024057,2.601194
0.050000,3.769821,6.197032,7.575308,1.548980,-0.383263,0.022044,2.611690
0.050000,3.703615,6.235348,7.651802,1.529881,-0.381977,0.025719,2.622227
0.050000,3.637838,6.272496,7.727344,1.510842,-0.380777,0.023995,2.632798
0.050000,3.572502,6.308487,7.801937,1.491867,-0.379493,0.025689,2.643397
0.050000,3.507620,6.343336,7.875585,1.472957,-0.378202,0.025824,2.654018
0.050000,3.443207,6.377056,7.948291,1.454114,-0.376866,0.026722,2.664654
0.050000,3.379275,6.409662,8.020058,1.435336,-0.375550,0.026310,2.675298
0.050000,3.315837,6.441170,8.090889,1.416627,-0.374186,0.027285,2.685944
0.050000,3.252907,6.471595,8.160788,1.397985,-0.372847,0.026769,2.696585
0.050000,3.190497,6.500954,8.229759,1.379411,-0.371482,0.027302,2.707214
0.050000,3.128620,6.529263,8.297804,1.360905,-0.370118,0.027293,2.717824
0.050000,3.067289,6.556541,8.364927,1.342468,-0.368742,0.027521,2.728409
0.050000,3.006517,6.582804,8.431132,1.324097,-0.367408,0.026671,2.738961
0.050000,2.946315,6.608072,8.496422,1.305794,-0.366057,0.027015,2.749475
0.050000,2.886695,6.632362,8.560800,1.287558,-0.364725,0.026657,2.759942
0.050000,2.827670,6.655695,8.624269,1.269387,-0.363418,0.026136,2.770357
0.050000,2.769251,6.678089,8.686833,1.251281,-0.362119,0.025980,2.780714
0.050000,2.711450,6.699565,8.748495,1.233238,-0.360861,0.025156,2.791005
0.050000,2.654278,6.720143,8.809258,1.215257,-0.359616,0.024905,2.801226
0.050000,2.597745,6.739842,8.869125,1.197337,-0.358410,0.024121,2.811369
0.050000,2.541862,6.758684,8.928099,1.179475,-0.357238,0.023425,2.821429
0.050000,2.486640,6.776689,8.986182,1.161670,-0.356099,0.022783,2.831400
0.050000,2.432088,6.793879,9.043378,1.143920,-0.354999,0.022014,2.841276
0.050000,2.378216,6.810274,9.099689,1.126223,-0.353943,0.021121,2.851053
0.050000,2.325035,6.825896,9.155118,1.108577,-0.352928,0.020291,2.860726
0.050000,2.272551,6.840766,9.209667,1.090979,-0.351948,0.019591,2.870289
0.050000,2.220776,6.854905,9.263338,1.073428,-0.351027,0.018434,2.879737
0.050000,2.169716,6.868335,9.316134,1.055921,-0.350139,0.017755,2.889067
0.050000,2.119381,6.881076,9.368057,1.038455,-0.349307,0.016632,2.898274
0.050000,2.069778,6.893151,9.419109,1.021030,-0.348511,0.015931,2.907355
0.050000,2.020915,6.904579,9.469291,1.003641,-0.347785,0.014522,2.916305
0.050000,1.972799,6.915384,9.518605,0.986287,-0.347070,0.014293,2.925121
0.050000,1.925437,6.925584,9.567053,0.968965,-0.346437,0.012656,2.933800
0.050000,1.878835,6.935202,9.614637,0.951674,-0.345835,0.012040,2.942338
